mbid,artist,bio,listeners,playcount,similar_artist
f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"Tyler, The Creator","Tyler Gregory Okonma (born March 6, 1991) also known as Tyler, The Creator, is a Grammy award-winning American rapper, singer, record producer, director, fashion designer, and the head of his independent record label, Odd Future Records. He was the leader of the now-defunct Los Angeles, California, USA hip-hop collective Odd Future Wolf Gang Kill Them All (OFWGKTA). Since his first recordings had debuted on The Odd Future Tape in 2007, he had rapped on, and produced for, nearly every OFWGKTA release.  Read more on Last.fm",4255100,1027180546,OFWGKTA
0f9a04f0-ac4b-4a92-9cc4-5c5dbee7759c,Red Shaydez, Read more on Last.fm,220,1441,oompa
1f1a47d4-0167-4ed1-983e-acc40cee4881,Boef,"Sofiane Boussaadia (Aubervilliers, 28 februari 1993), beter bekend als Boef is een Nederlandstalige rapper en vlogger met de Algerijns-Franse nationaliteit.[1]

Binnen een jaar na zijn start in 2015 behoorde hij na Lil' Kleine en Ronnie Flex tot de populairste rappers van Nederland.[2] Hij bracht een album uit en verschillende singles. Zijn vlog en rapvideo's werden vele miljoenen malen bekeken op het internet. In 2020 kreeg hij zijn eigen documentaire: Gewoon Boef. Read more on Last.fm",70698,3636143,Josylvio
0bdedd71-038a-4bf9-94d5-c5a8ce4e1b21,Raj,"1.Raj is a producer and DJ from an unknown location. His most recent releases have dealt mostly in ambient sonics.

He releases his music and mixes for free from his Bandcamp website: http://rajsonic.bandcamp.com.

He updates a Tumblr regularly with inspiration: http://rajjj.tumblr.com.

2. RaJ are an acoustic folk duo from Scotland http://the-musical-stylings-of-raj.bandcamp.com/ Read more on Last.fm",35294,113291,Huez
6604167b-3d45-4a38-9371-712703175cb1,Pouya,"1) Kevin Pouya (born December 20, 1994), simply known as Pouya, is an American rapper that comes from the South Florida underground scene. He grew up in Kendall, Florida near Hialeaha. He is one of the 3 founding members of Buffet Boys (2011-2022), as well as one of the owners of the ALL BUT 6 record label, collective, and clothing brand.

Known for his collaborations with New Orleans group, $uicideboy$, and other rappers, such as, Fat Nick, Shakewell, Ghostemane, Ramirez, KXLLSWXTCH and Robb Bank$. Read more on Last.fm",548946,24748967,$uicideboy$
59bc1ba2-ce50-4c2c-985b-0502b281f19a,Miky Woodz,"Miguel Ángel Rivera Rodríguez, known as Miky Woodz, is a Puerto Rican Latin trap rapper born in Carolina, Puerto Rico. To date, Woodz has released two studio albums, Before Famous in 2017, and El OG in 2018, which were both commercial successes. Read more on Last.fm",70001,1187045,Bryant Myers
2c74aaa4-b7d0-4ee1-8249-f389c330ca16,Iva Lamkum,"Close your eyes and imagine yourself in street soul heaven listening to a rootsy, soulful and unique voice. Now open your eyes and meet Iva Lamkum – this outstanding 22 year-old Wellington singer/song writer is bursting to make an impression on the NZ music scene.

Born a Kiwi, Iva has New Zealand, Samoan and Chinese blood running through her veins. She is the complete package who pens lyrics and finds melodies that match her soulful sounds, beliefs and original sense of fashion. Read more on Last.fm",2096,17110,Hollie Smith
1d77b0c4-c395-4106-8e72-db3ea03740d7,Wet Bed Gang,"Gson, Kroa, Zara G e Zizzy são os Wet Bed Gang, colectivo de Vialonga, já uma das principais referências do hip hop português com milhões de streams das suas músicas e centenas de concertos um pouco por todo o mundo português.

“Ngana Zambi”, é o nome do primeiro álbum da banda, e como diz o narrador do disco, o icónico Bonga, representa “A entidade que abrange todo o conhecimento do ser, da criação, da potência, das originalidades, de tudo o que faz parte da humanidade. Read more on Last.fm",25858,1394342,Dillaz
09a7cf5c-3042-4ee9-b1e4-44e9525f1a66,MACHETE,"There is more than one artists using the name - not to be confused w/ The Machete (Finland thrash metal band).

1) An hip-hop Italia crew composed by Salmo, Slait, Hell Raton, Nitro, Dani Faiv e Jack The Smoker.

2) An upstate NY band that employs deep swelling synthesized bass with the raw energy of classic punk and new wave… The sound runs the gamut from heavy punk to dark pop without alienating either crowd. Their debut album is ""Too Weird To Die"". Read more on Last.fm",61770,2097447,Mace
b87b38cc-b446-4a0c-968a-addb0e244c9d,Kreayshawn,"Natassia Zolot, better known by her stage name Kreayshawn, born September 24, 1989 in Oakland, California, United States, is an American hip hop singer-songwriter and up-and-coming music video director who rose to fame in 2011 (but has been active since 2008) with the release of her single, ""Gucci Gucci"", a rap anthem describing Zolot's disdain for designer labels. According to the Gucci Gucci Songfacts, the video generated nearly three million views Read more on Last.fm",512893,7416411,Lil Debbie
381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper. Regarded as one of the most influential hip-hop artists of his generation, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the honor.

Born in Compton, California, Lamar began releasing music under the stage name K.Dot while attending high school. He signed with Top Dawg Entertainment (TDE) in 2005, and co-founded the hip hop supergroup Black Hippy there. Read more on Last.fm",5023800,1010480682,Baby Keem
8ab5d936-49d1-415e-92c8-151e0e7dd912,A$AP Ferg,"Darold Ferguson, Jr. (born October 20, 1988), better known by his stage name ASAP Ferg (stylized as A$AP Ferg), is an American hip hop recording artist from New York City's Harlem neighborhood. He is a member of the hip hop collective A$AP Mob, from which he adopted his moniker. In January 2013, Ferg signed a solo record deal with Polo Grounds and RCA, the same labels that helped launch A$AP Worldwide, when Ferg's A$AP Mob cohorts ASAP Rocky and ASAP Yams, negotiated their own respective deal in 2011. Read more on Last.fm",1605753,41663421,A$AP Mob
a4d62ced-2f87-488a-9c76-ab88ea7a2cbf,Pharoahe Monch,"Monch released three albums as part of the rap duo, Organized Konfusion with partner Prince Po: The self-titled Organized Konfusion, Stress: The Extinction Agenda, and The Equinox. The duo handled a large amount of production on these albums themselves. All albums received positive critical reviews, but moderate sales. As a result, the duo split up after recording their final album The Equinox in 1997. Prince Poetry has since denied the possibility of an Organized Konfusion reunion. Read more on Last.fm",542320,6289047,Organized Konfusion
776dbbce-25aa-411e-b344-ac9067d39f17,SiR,"SiR (born Sir Darryl Farris on November 5th, 1986) is an American singer, songwriter and record producer from Inglewood, California. He is currently signed to Top Dawg Entertainment and has released four studio albums; ""Seven Sundays"" (2015), ""November"" (2018), ""Chasing Summer"" (2019) and ""HEAVY"" (2024). Read more on Last.fm",795521,21269753,Lucky Daye
c752331c-d854-4e61-af3d-745c73af0cc5,Versatile,"There are at least three artists with this name. 

Versatile is also a band from Barcelona, founded in April 2005, after a meeting between Dani Dòriga and Sergi Cameron, connected by Eliana Martínez. In 2006 they recorded their first demo Versatile Magic Experience, it brings them to win prizes like Embrió 2006 in Bocanord and the second prize in the spanish national contest ""U-play"", organized by Sennheiser & Hard Rock Café. In 2008 they self-produce their first LP “La Habitación de la Luz”. Read more on Last.fm",38239,571078,...and Oceans
f7fe9407-46a8-4388-b742-e9bd43c5663e,Tanaya Winder, Read more on Last.fm,64,424,Frank Waln
bdda248b-7517-44d1-90c2-d442ef48f951,Brianna Perry,"Brianna Perry (born January 11, 1992), also known as Lil' Brianna, is an American female rapper from Miami-Dade County, Florida. She was the youngest act signed to Missy Elliott's label The Goldmind Inc. and affiliated with Slip-N-Slide Records, home to rappers Trina and Rick Ross. Perry made her debut on Trina's album Diamond Princess on the track ""Kandi"". Since then, she has released six mixtapes, four mainstream singles and various viral freestyles.

 Read more on Last.fm",3747,35295,Nyemiah Supreme
a466063b-24a6-4235-bc95-352c93d8ce47,Hard GZ, Read more on Last.fm,27112,1316026,Arce
11f4adc5-afc5-4b6b-b6dd-f2c0aeb578f4,Summer Cem,"Cem Toraman, born on April 11, 1983, and better known as Summer Cem, is a German rapper of Turkish descent. He gained recognition through frequent collaborations with other prominent artists, including KC Rebell and Eko Fresh. Summer Cem has released several successful albums, with three reaching the top of the German albums chart: his solo album Cemesis in 2016, and the joint albums Maximum with KC Rebell in 2017 and Endstufe in 2018.

Summer Cem was born to parents from Malatya, Turkey, and grew up in the Rheydt district of Mönchengladbach. Read more on Last.fm",144206,4523578,KC Rebell
c1c53ef7-213c-4d4b-9953-68dc0f9f8e7a,Jul,"Julien Mari (born January 14, 1990 in Marseille)  better known as Jul (/dʒuːl/, stylized as JuL)  is a French rapper who released three albums in 2014, his debut Dans ma paranoïa on the independent Liga One Industry label on 24 February 2014, followed by Lacrizeomic and Je trouve pas le sommeil. All three have reached the French SNEP official albums chart. Read more on Last.fm",196352,16639979,Naps
e662ea36-81bf-4840-a143-cbbf8b2a74eb,ECKO,"Ignacio Matías Spallatti, better known as Ecko, was born on June 7, 1999 in La Matanza, Buenos Aires province.

He was dabbling in freestyle, trap, rap and reggaeton, until giving his first shows around the country.

He attended rap battles, winning the best competitions and earning 3rd national place in the Red Bull Battle of Roosters. Meanwhile he recorded some songs, among them ""Dealer de Skilles"", ""Disputa"", ""Cash"", and ""Legend"".

On December 14, 2017, “Dorado” was released, a single that positions it as a reference in the genre. Read more on Last.fm",54272,690122,Callejero Fino
18e2ddb9-5ff2-4e15-a0da-df8b6e7e80d3,Foxx,"There are at least four artists by the same name:

1. A rapper from Baton Rouge, LA. Signed to Trill Entertainment, the label fronted by Webbie and Lil Boosie. “Wipe Me Down is a movement,” says Foxx who notes himself as the ‘last to sign, but the first of his kind’. “This is some different shit for Trill but we bringin’ all kinds of shit from under the table. We hit-makers and that’s the bottom line.”

The music described as a street version of Southern funk differs from the neighboring New Orleans bounce Read more on Last.fm",78440,295230,C-Loc
c458e9dc-e0d5-45ea-9e83-f9d0395f030d,Nicky Jam,"
Nick Rivera Caminero better known as Nicky Jam was born to a Puerto Rican father and a Dominican mother in 1980 in Boston Massachussets which he live in until he was six and moved to 
Barrio Obrero, P.R. He is a reggaeton artist known for hits like:
""Me Voy Pa'l Party"" ""Chambonea"" 
""No Soy Tu Marido"" ""I'm Not Your Husband"" which is a remix in spanglish of ""No Soy Tu Marido""
 Read more on Last.fm",1045454,15397646,Ozuna
530a9937-4229-4d7e-8457-4853d7d5dd7a,Soolking,"Abderraouf Derradji (Arabic: عبد الرؤوف درّاجي‎; born 10 December 1989), known professionally as Soolking, is an Algerian singer and rapper. He started his career under the pseudonym MC Sool until 2013 before adopting his new stage name. He incorporates reggae, soul, hip hop and Algerian raï in his music. 

Derradji was born in Algeria in a northern suburb of the capital Algiers, also known as Stouali . His father was a percussionist and he started very young in a rock band incorporating music and dance. Read more on Last.fm",183636,4412386,Khaled
9eafb740-6ad7-4cdb-97fb-2601fbef794f,La Maravillosa Orquesta del Alcohol,"According to the legend, this peculiar band was created in Grafton Street, one of the main streets in Dublin, where musicians from all over the world meet to make a living by playing alive. Joselito Maravilla (accordion) and Maravilloso David (main vocals, guitar) met over there.

After some months playing on the streets, they decided to come back to Spain and start up a band mixing traditional music (Irish, American and Slavic), rock&roll structures and the most classic blues. Read more on Last.fm",46944,1998061,Xoel López
45bcfb74-6d35-427f-b581-22aa62e3b383,PB, Read more on Last.fm,2364,33935,Maycash
b8be605b-40b5-40ed-b93b-38249fcac935,Porto,"There are at least two acts under the name Porto

Porto is the solo project of Richard Ribeiro (Debate, Diagonal, São Paulo Underground). His debut EP, Fora de Hora, was released in 2009. Ribeiro plays both drums and metalophone on Fora de Hora, as well as having arranged the electronic beats and bass. Renato Rebeiro features on guitar. 

Porto is also an acoustic / progressive rock band out of Wallingford Connecticut. They have released at least 2 eps and at least one full length album under the title ""Nemesis. Read more on Last.fm",3917,28067,São Paulo Underground
96a83a1f-f78f-4f1c-bf89-9b8dd3d91872,Logic,"Sir Robert Bryson Hall II (born January 22, 1990), known by his stage name Logic, is an American rapper, producer, and author.  Raised in Gaithersburg, Maryland, Logic developed an interest in music as a teenager and ventured into a musical career in early 2009 releasing Logic: The Mixtape under the name ""Psychological"", and releasing a mixtape titled Young, Broke & Infamous in 2010. He signed with Visionary Music Group, before releasing three more mixtapes over three years. Read more on Last.fm",1713464,103637901,Cordae
63019469-e1f5-488c-9e6f-f16661a77ea8,Öökülm,"Öökülm is a hip-hop group from Rakvere, Estonia. The band consists of beatmaker and producer DJ Melkker and MC Lord. Öökülm released its debut album Välk selgest taevast (""Like a Lightning out of Clear Sky"") under Estonian premier alternative label Lejal Genes in fall 2007. The album was critically acclaimed, gaining positive reviews from major Estonian reviewers.

""Viskit"" (""Whiskey""), a punk and rave influenced track from the album ""Välk Read more on Last.fm",2042,41342,Toe Tag
0cabab36-b982-4893-b989-380fcae41b17,Icee, Read more on Last.fm,1242,6522,Baby Boy Ene
5acc7893-7ee2-42e6-9e24-73506c70cb23,Grind,"More than one group is listed as 'Grind'.

After the unfortunate breakup of Jailhouse in the early 90's, Danny Simon started to hatch the plans for his new project entitled GRIND in 1993. Recruiting WARRIOR bass player Kelly Pattrik,  FEMME FATALE  drummer Bobby Murray and eventually coming across his soon to be best friend, guitarist and songwriting partner Greg Leslie -  the band was set to reclaim a piece of the Sunset Strip magic.  

Deriving influence from the great bands of the 70's Read more on Last.fm",14043,284209,Astray
