artist,bio,listeners,playcount,similar_artist
Yung Beef,"Fernando Gálvez Gómez, known artistically as Yung Beef, is a Spanish singer, rapper, record producer and model. He is known for his mixing of trap, salsa and reggaeton, as well as his bold fashion sense. 
He began to become popular as a member of the extinct PXXR GVNG (today Los Santos), which was the first trap collective to sign with a multinational, but now he runs his own record label, La Vendición. He later gained popularity in the Spanish rap scene with his acclaimed mixtape A. Read more on Last.fm",144623,18475820,PXXR GVNG
Cosculluela,"Born in Humacao, Puerto Rico, Jose Cosculluela a.k.a Cosculluela discovered at a young age that his passion was music. He got into rap music at age 12, listening to cassettes from Vico C and singing his songs. After listening to the underground album Playero 37, he and his brother bought some recording equipment and he knew at that moment that the only thing he ever wanted to do was music. He started writing, recording and selling underground mixed cassettes in Humacao, meeting new friends and eventually formed the group KnockOut Trax. Read more on Last.fm",302297,5006556,Kendo Kaponi
Yango, Read more on Last.fm,2174,8679,el daddy
Baby Rasta y Gringo,"Baby Rasta y Gringo, real names Wilmer Alicea and Samuel Gerena, respectively, are a Reggaeton duo from Puerto Rico, famous for their track El Carnaval (The Carnival). They have released three albums, New Prophecy in 1998, Fire Live in 2003 and Sentenciados in 2004. Sentenciados came out in both parental advisory and edited versions, and a ""platinum version"", including a bonus DVD, was released in 2005. Even though their first album came out in 1998, they started recording together in an album produced by DJ Negro, The Noise. Read more on Last.fm",83709,562566,J Alvarez
Yomo,"Eight million, five hundred and twenty nine thousand, four hundred and eighty nine total plays on MySpace.com as of April 2nd, 2009.  Today – May 20th, 2009 – 10,332,330!  

Jose Alberto Torres, known for his high impact energetic performances as “Yomo,” is awakening the Latin Music Industry with the new urban/crossover sound.  The Black Pearl Intl. Record Star continues to excite crowds winning them over with his charm and outgoing on-stage persona. Read more on Last.fm",90730,483573,"Franco ""El Gorila"""
Felipe Muñiz, Read more on Last.fm,7001,24630,Ana Cirré
Upchurch,"Ryan Upchurch (born May 24, 1991), known professionally as Upchurch or Upchurch the Redneck, is an American performer from Cheatham County, Tennessee, on the outskirts of Nashville, Tennessee.[1] He describes himself as a ""comic, rapper, and musician

Upchurch created Upchurch the Redneck with his friend Shade Glover and began uploading videos to YouTube.[2] He released an extended play, Cheatham County, in 2015, followed by a full-length album, Heart of America, in 2016. Read more on Last.fm",44959,2177494,Adam Calhoun
Los Ángeles Azules,"Los Ángeles Azules are a Mexican group specialized in Cumbia / banda music formed in Mexico City, Mexico in 1976 by brothers Elas, Jose and Jorge Meja Avante.

Playing a Latin style known as onda grupera, the band became a chart-topping act after issuing ""Inolvidables"" in 1996, soon, achieving platinum status in Argentina where they successfully performed live in 1998. Later, singer Carlos Veises decided to leave the group, forming his own band called Los Ángeles de Charlie. Read more on Last.fm",408266,8412301,Los Angeles De Charly
Marcy Chin,"Marcy Chin is a Dancehall artist from Kingston, Jamaica Read more on Last.fm",2669,14243,Rygin King
Cardi B,"Belcalis Marlenis Almánzar (born October 11, 1992) professionally known as Cardi B, is an American rapper from New York City. She is known for her outspoken public persona and explicit lyrical style. Cardi B first gained public attention through social media platforms such as Vine and Instagram, as well as through her role as a cast member on the VH1 reality television series ""Love & Hip Hop: New York"". She released two mixtapes between 2016 and 2017, which helped establish her presence in the hip-hop industry. Read more on Last.fm",2386133,77046961,Megan Thee Stallion
Maka, Read more on Last.fm,27517,514246,Luis Cortés
Gente De Zona,"These Cubatoneros (all around the age of 25) are combining two voices in one DJ: Ale Delgado, Jacob Forever and DJ Nando Pro. From the beginning on, Gente de Zona has always enjoyed a huge acceptance from their audience and within a couple of months they were playing in the trendiest Havanna Clubs such as Casa de la Musica de Galiano, Casa de la Musica de Miramar, Makumba, Johnny Dream and Delirio Habanero. At the moment Gente de Zona is the hottest act in Cuba and their fans are coming from far away to join the gigs.  Read more on Last.fm",272933,2402134,Jacob Forever
Sammy & Falsetto, Read more on Last.fm,48177,400747,Opi The Hit Machine
Charly Black,Charly Black is one of the world most versatile MC/ selector. He joined The Bass Odyssey Entertainment in 2005 and now in 2007 proves to be one of the best in the business. Charly Black is also a new deejay/dancehall/reggae artist: look out for him a tear up the dancehall from every corner. His Dancehall/Soca single: buddy buddy buddy is already creating big waves in the dancehall arena.More detailed info on the next big thing in the dancehall/soca/reggae arena will be available soon on myspace!  Read more on Last.fm,253839,2073172,Konshens
Yampi, Read more on Last.fm,26109,325707,Yeruza
Galindo Again, Read more on Last.fm,486,1881,Felo Blonck
Pj Sin Suela, Read more on Last.fm,26800,205404,Catalyna
Lyan,"http://lyan.bandcamp.com/
http://www.myspace.com/lyanmusic Read more on Last.fm",7355,52755,Lele El Arma Secreta
Bad Gyal,"Alba Farelo Solé (born 7 March 1997), known professionally as Bad Gyal, is a Spanish singer, songwriter, DJ and model. Known for her distinctive overall use of Auto-Tune, Bad Gyal has developed a strong cult following ever since her musical career began in 2016, with her uploading an interpretation of Rihanna's ""Work"", sung in Catalan, to YouTube. She continued to make music as an independent artist, releasing records like ""Indapanden"", ""Jacaranda"" and the popular ""Fiebre"". Read more on Last.fm",436855,24222097,La Zowi
Karetta el Gucci, Read more on Last.fm,12208,98066,Love Yi
Nanpa Básico, Read more on Last.fm,96007,2378661,Charles Ans
Pitbull,"Armando Christian Pérez (born January 15, 1981 in Miami, Florida), better known by the stage name Pitbull , is an American rapper signed to his own label, Mr 305 Inc. The Give Me Everything (Tonight) Songfacts reports that he adopted his canine moniker because, ""They bite to lock. The dog is too stupid to lose. And they're outlawed in Dade County. They're basically everything that I am. It's been a constant fight.""

His first recorded performance was on Lil Jon & the East Side Boyz album Kings of Crunk in 2002 Read more on Last.fm",4342716,105561327,Flo Rida
Leoni Torres, Read more on Last.fm,15971,203065,Timbalive
ECKO,"Ignacio Matías Spallatti, better known as Ecko, was born on June 7, 1999 in La Matanza, Buenos Aires province.

He was dabbling in freestyle, trap, rap and reggaeton, until giving his first shows around the country.

He attended rap battles, winning the best competitions and earning 3rd national place in the Red Bull Battle of Roosters. Meanwhile he recorded some songs, among them ""Dealer de Skilles"", ""Disputa"", ""Cash"", and ""Legend"".

On December 14, 2017, “Dorado” was released, a single that positions it as a reference in the genre. Read more on Last.fm",54292,690406,Callejero Fino
La Suprema Corte, Read more on Last.fm,25421,194279,Grupo Galé
El Daddy, Read more on Last.fm,3851,26652,caMin
Anuel AA,"Emmanuel Gazmey Santiago, known professionally as Anuel AA, is a Puerto Rican rapper and singer, a pioneer of the Latin trap movement. Gazmey's music addresses topics such as street life, violence, sex, and drugs. He is seen as a controversial figure in the Latin music scene for his legal troubles and feuds with fellow Puerto Rican rappers Cosculluela and Ivy Queen and with American rapper 6ix9ine.  His music often contains samples and interpolations of songs that were popular during his youth. Read more on Last.fm",604997,33093355,Bryant Myers
DeeWunn, Read more on Last.fm,35358,191452,J Capri
Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. Read more on Last.fm",1077355,88455108,JHAYCO
Sammy,"There is more than one artist with this name:

1)  This rock band was formed by Mick Underwood (previously of Episode Six, The Herd and Quatermass and later of Raw Glory) in 1972. There's lots of experience in this line-up. Keith Gemmell had been in Audience and was later in The Roy Young Band and Stackridge. Geoff Sharkey was in Ginhouse. Mike Hodgkinson and Paul Simmons were also members of The Roy Young Band and Hodgkinson had played with Billy J. Kramer. Their album was produced by Ian Gillan (of Deep Purple) and Louie Austin. Read more on Last.fm",42273,558959,Sebadoh
BIA,"There are multiple artists that perform under the name Bia:

1. BIA is the short form of the electronic/industrial trio, Baby Im Auto. BIA were founded in 1980s Birmingham. They reformed in 2016 and recruited a new singer in 2025.

2. Bia (real name: Bianca Landrau) is an American rapper, singer, songwriter, and model who debuted on the Oxygen reality television show Sisterhood of Hip Hop. She signed to Pharrell's I Am Other record label, in partnership with RCA Records in 2014. Read more on Last.fm",540837,6741777,Nicki Minaj
Snova, Read more on Last.fm,1666,6986,Svlar
Lary Over, Read more on Last.fm,76994,901651,Brytiago
Haze,"There are several artists named Haze:
1. Korean female rapper ""Heize"" (Don't make money) for whatever reason listed under ""Haze""
2. Czech HardCore/experimental band
3. House project by Sandy Rivera
4. Rapper from Sevilla
5. German psychedelic and progressive rock band
6. British progressive rock group
7. English rock band
8. English rapper
9. Hungarian DJ
10. Dutch Hardstyle DJ
11. Croatian Thrash/Black Metal band
12. Dutch rapper
13. Japanese indie rock band Read more on Last.fm",166011,2596440,八十八ヶ所巡礼
América de Vigo, Read more on Last.fm,395,5755,Tarque
Santa Fe Klan,"Ángel Jair Quezada Jasso, known professionally as Santa Fe Klan, is a Mexican singer-songwriter and rapper. He featured on several songs which were highly certified by AMPROFON in Mexico, including 4× Platinum for ""Por Mi México"" by Lefty SM and 3× Platinum for ""El Catrín"" by Gera MX. He was ranked 31st on the Rolling Stone magazine's list of the ""50 greatest rappers in the history of Spanish rap,"" published in 2024 Read more on Last.fm",111627,3207259,Lefty SM
Khaled,"Khaled Hadj Ibrahim (Arabic: خالد حاج إبراهيم); born 29 February 1960), better known by his mononym Khaled (Arabic: خالد), is an Algerian raï singer, musician and songwriter born in Oran. He began recording in his early teens under the name Cheb Khaled (الشاب خالد, Arabic for ""Young"" Khaled, with ""Cheb"" as a common title for male Raï singers).
          Khaled is one of the most important musicians in the history of Raï music in his native Algeria and is one the world's best-known Arab singers. Read more on Last.fm",365662,3712252,Cheb Mami
Lito Kirino, Read more on Last.fm,15851,148177,Benny Benni
Spiff TV, Read more on Last.fm,18751,99870,Benny Benni
DJ Luian, Read more on Last.fm,140066,1355858,Alex Rose
El Chacal, Read more on Last.fm,20496,155728,El Micha
C. Tangana,"Antón Álvarez Alfaro (born July 16, 1990), known professionally as C. Tangana, is a Spanish rapper and songwriter.He began his musical career while in high school, rapping under the pseudonym Crema and releasing a seven-track EP titled Él Es Crema (2006). He gained recognition in Spain as a member of the band Agorazein. In 2016, Tangana began performing as a solo act under the stage name C. Tangana.

After releasing a number of singles in 2016 Read more on Last.fm",475982,28948849,Cruz Cafuné
Pepe Quintana, Read more on Last.fm,55749,573648,Juhn
Camila Cabello,"Karla Camila Cabello Estrabao (born March 3, 1997), known by her stage name Camila Cabello, is a Cuban-Mexican-American singer and songwriter. She is a Latin-influenced pop performer who first came to prominence as a founding member of the girl group Fifth Harmony. Born in Cojimar, Cuba, Cabello moved to Miami, Florida at the age of six. Growing up in a Spanish-speaking environment (born to a Cuban mother and Mexican father), she fostered her love of music by listening to Celia Cruz and Alejandro Fernández. Read more on Last.fm",2366557,127179302,Fifth Harmony
Lunay,"Lunay is a Puerto Rican reggaeton artist whose charting collaborations with artists such as Daddy Yankee, Anuel AA, Bad Bunny, and Zion & Lennox resulted in him scoring his own recording contract. 

Born in Puerto Rico in 2000, Lunay was far more interested in soccer than music as a young teen, but he caught the bug at 15. A year later, he was creating freestyle raps and uploading them to his Facebook and SoundCloud pages. Several of his audio clips went viral and caught the attention of producers Chris Jedi and Gaby Music Read more on Last.fm",335539,5197508,Ozuna
Moncho Chavea, Read more on Last.fm,24446,240301,El Ougyy
Cazzu,"Julieta Cazzucheli nació en 1994 en Jujuy (Argentina), rodeada siempre de un ambiente bastante folklórico. Fue en ese ambiente dónde comenzó a tener sus primeros contactos con la música. Estuvo en varios grupos de cumbia y lleva haciendo música desde hace catorce años.

Cazzu es una artista de música urbana que se caracteriza por haber sido siempre muy voluble. Ha trabajado muchos estilos durante toda su carrera, pero encontró en el trap y el reguetón su verdadero lenguaje. Read more on Last.fm",201927,5636973,Maria Becerra
Kevin Kaarl,"Kevin Kaarl es un joven cantautor de tintes nostálgicos y norteños, cuyo talento se ha ido abriendo camino en el mundo de la música con sus canciones de folk campirano que ha compuesto a lo largo de todo su proyecto en el que está acompañado por su hermano gemelo, Bryan Kaarl, quien toca la trompeta y hace segunda voz. Read more on Last.fm",276462,12610749,Ed Maverick
Musicologo Y Menes, Read more on Last.fm,61215,650270,J Alvarez
Reik,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. Read more on Last.fm",613682,14190687,Camila
DJ Snake,"William Grigahcine, better known by his stage name DJ Snake, is a franco-algerian DJ, rapper and producer mixing hip hop and electronic music.

He is a Grammy-nominated producer and artist who debuted into the international scene with singles ""Bird Machine"" and ""Turn Down for What"" in 2013. ""Bird Machine"" is a collaboration with fellow French act Alesia. The single was picked up by Mad Decent, a Los Angeles-based record label run by Diplo, and released in February 2013. Read more on Last.fm",2555380,47769470,Jack Ü
Ñejo & Dalmata,"Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007.

Ñejo has been involved with reggaeton since the production of DJ Joe 5 was released. They started working as a duo on Fatal Fantasy 2. Read more on Last.fm",100101,1189832,Dalmata
Carly, Read more on Last.fm,10662,73597,Zaramay
Young Izak, Read more on Last.fm,604,3546,Los de la Nazza
Teejayx6,"Dallas Antoino-Karine Asberry (born August 28, 2001), known professionally as Teejayx6, is an American rapper from Detroit, Michigan, known for his breakout single “Dark Web,” which first gained popularity through internet memes. 

Teejay is best known for being the founder of the ""Scam Rap"" subgenre. 

Teejayx6 is also known for his beef with rival scam rapper, Punchmade Dev. This beef originated in 2020 on an Instagram Live. In early 2022, Punchmade Dev uploaded a video of him pressing Teejayx6 in a mall which went viral on social media. Read more on Last.fm",89742,1690022,Kasher Quon
Cotorra Music Grup, Read more on Last.fm,52,178,Tato el X5
Jhonny Rivera, Read more on Last.fm,13587,143381,El Charrito Negro
Obie Wanshot, Read more on Last.fm,18565,282279,Marcianos Crew
La Mafia del Amor, Read more on Last.fm,47588,2997055,Yung Beef
Rafa Pabön, Read more on Last.fm,25056,151247,Omy de Oro
Victor Cardenas, Read more on Last.fm,6318,28012,Santiago Cardona
Aventura,"From their roots as a Bronx-based boy band fusing bachata with hip-hop, R&B, and pop, Aventura have becme one of the most influential Latin groups of all time. Their primary signature comprises inimitable, elegant, four-part harmonies, earworm melodic hooks, and rhythmic imagination. Beginning with 2005's ""Ella y Yo"" (feat. Don Omar) they placed numerous singles inside the Top Ten, including the chart-toppers ""Por un Segundo"" and ""Dile al Amor."" Further Read more on Last.fm",1007863,24240152,Romeo Santos
Skillz Beatz, Read more on Last.fm,108,236,Santa Fe Klan & Nanpa Básico
MC Bin Laden,"Jefferson Cristian dos Santos Lima a.k.a. MC Bin Laden is Brazilian Funk singer. Born in Vila Progresso, a poor neighborhood in Sao Paulo he attained national fame with his single ""Tá Tranquilo, Tá Favorável"" which went viral in social media. He irreverent style in the lyrics and music is source of lot of controversies, but also media attention. His musical style is innovative and experimental. Read more on Last.fm",105636,582282,MC Koringa
Chris Viz, Read more on Last.fm,20106,139310,bandaga
Jamby El Favo, Read more on Last.fm,46003,975839,Ele A El Dominio
Dayme y El High, Read more on Last.fm,37160,259558,RONALD EL KILLA
Sticky M.A.,"Rapero español perteneciente al colectivo Agorazein junto con otros artistas como C. Tangana, Jerv o Fabianni. Antes conocido como Manto, cambió su nombre en la mixtape Chill Trill en 2014. Read more on Last.fm",54509,5197951,Yung Beef
Bryant Myers,"Bryan Robert Rohena Pérez, known professionally as Bryant Myers, is a Puerto Rican Latin trap and reggaeton singer and songwriter. Rohena was born in Loma Alta, Puerto Rico. He began sampling and making his own songs in 2013 and launched them on social media via his SoundCloud, Instagram and YouTube accounts. Read more on Last.fm",196765,7102439,Anuel AA
Zion,"There are at least five artists named Zion.

1. ZION (ザイオン) is a Japanese alternative rock band from Tokachi, Hokkaido.

Vocals & Guitar - Mitsumura Tatsuya (光村龍哉; ex NICO touches the Walls)
Guitar - Kushino Keisuke (櫛野啓介; ex jealkb as sapoto)
Guitar - Yoshizawa Sachio (吉澤幸男; GAGAKIRIZE, 平方根レジェンド, Loloet)
Drums - Naruhashi Taichi (鳴橋大地)
Bass - Sato Shinnosuke (佐藤慎之介)

Formed in Tokyo in 2020. Read more on Last.fm",325551,3406922,Wisin & Yandel
Los Fantastikos, Read more on Last.fm,28,101,Jouseph Yadiel
Nicky Jam,"
Nick Rivera Caminero better known as Nicky Jam was born to a Puerto Rican father and a Dominican mother in 1980 in Boston Massachussets which he live in until he was six and moved to 
Barrio Obrero, P.R. He is a reggaeton artist known for hits like:
""Me Voy Pa'l Party"" ""Chambonea"" 
""No Soy Tu Marido"" ""I'm Not Your Husband"" which is a remix in spanglish of ""No Soy Tu Marido""
 Read more on Last.fm",1045955,15409330,Ozuna
Lalo Ebratt,"Eduardo Mario Ebratt Troncoso (born February 3, 1993, in Santa Marta, Colombia), better known by his stage name Lalo Ebratt, is a Colombian reggaeton singer who first came to public attention as a member of Trapical Minds, a latin hip-hop project put together by Colombian label RedSnapperMusic that also features singers Yera and Skinny Happy, before launching a solo career.

He is best known for his viral hit single ""Mocca"", released on April 27, 2018. Read more on Last.fm",78117,677054,The Rudeboyz
Baby Angel, Read more on Last.fm,765,3767,milkcartonangel
Pignoise,"Pignoise is a Spanish rock / pop punk band comprising three members: Álvaro on guitar and voice, Polo on drums, and Pablo on bass. Read more on Last.fm",75721,1429970,El Canto del Loco
Alex Rose,"Alex Rose. Alexis Guzmán Artista y Compositor de "" Oidos Fresh Company"". Read more on Last.fm",165496,3033787,Brytiago
Los 40, Read more on Last.fm,1027,5036,Los Tomazos del Momento
Luigi 21 Plus,"Hiram David Santos Rojas (San Juan, Puerto Rico, 27 de abril de 1977), conocido como Lui-G 21 Plus o en sus inicios solo como Lui-G, es un cantante de reggaeton puertorriqueño.

Hiram Santos nació en Cupey Bajo, Puerto Rico. Se empezó a interesar por la música a los 20 años y se muda a Lynn, Massachusetts, donde descubrió su pasión por improvisar y escribir canciones para el género de música que siguió desde sus comienzos como fanático. Read more on Last.fm",54472,803165,Ñengo Flow
Ptazeta, Read more on Last.fm,69928,832177,Lola Indigo
Grupo Extra, Read more on Last.fm,41813,433005,Dani J
Casper Magico,"Julio Alberto Cruz García (San Juan; Puerto Rico, 21 de junio de 1989) más conocido por su nombre artístico como Casper Mágico, es un rapero, cantante y compositor puertorriqueño de Reguetón y Trap Latino. Se hizo conocido en el 2017 al estrenar el sencillo «Te boté» en compañía de Nio García y Darell, que fue certificado de oro por la RIAA y también llegó a ubicarse en los primeros lugares de las principales listas de Spotify y de la revista de Billboard. Read more on Last.fm",64649,764211,Bryant Myers
Henry Mendez,"Henry Méndez (full name Henry Antonio Méndez Reynoso) is a Dominican singer of reggaeton, rap, Latin house and dance, now based in Spain. He is best known for hits ""Chekete, chekete"" and found international success through his collaborations with Dr. Bellito and Mr R Rommel in ""El Masaje"" and ""Pukutu"", with Robbie Moroder in ""Subete la falda"" and most notably with DJ and producer Jose de Rico with the dance hits ""Te fuiste"" and ""Rayos de sol"". Read more on Last.fm",39915,264309,José de Rico
J Alvarez,"Javid David Alvarez Fernandez conocido en el mundo artistico como “J Alvarez”, nacio en Rio Piedras, Puerto Rico un 13 de Diciembre del 1983. Su inspiracion en la musica comenzo en el hip-hop en ingles, en grupos tales como ""A Tribe Called Quest"", “Q-Tip”, ""Busta Rhymes"", entre otros. Todavia no era ni adolecente cuando a los 12 años se atravio a coger un microfono y canto por primera vez en la escuela Luis Muñoz Marin frente a varios estudiantes y profesores. Read more on Last.fm",218295,3471607,Tony Dize
Opi the Hit Machine, Read more on Last.fm,18526,142791,Sammy & Falsetto
El Villano, Read more on Last.fm,20153,135999,Los Bonnitos
Jon Z,"Jonathan Resto, también conocido como Jon Z, nació el 20 de mayo de 1991 en San Juan, Puerto Rico. ... En realidad, Jon Z eligió su nombre artístico como un homenaje a su madre, cuyo nombre es Nancy. ""Cy"" en español sueña similar a la letra ""Z"" en inglés. Su primer álbum, ""The Game Is About to Change"", fue lanzado en 2015. Read more on Last.fm",119290,2179637,Ele A El Dominio
MYGAL, Read more on Last.fm,5340,47332,Gregory Palencia
Joaquín Sabina,"Joaquín Ramón Martínez Sabina (Úbeda, Jaén, Spain, 12 February 1949), known artistically as Joaquín Sabina, is a singer - songwriter, and poet. He has released fourteen studio albums, two live albums, and three compilation albums. He has collaborated and composed songs for Ana Belén and Miguel Ríos amongst others.

Joaquín Sabina, is the second son of Adela Sabina del Campo and Jerónimo Martinez Gallego, which was a policeman. He attended Read more on Last.fm",235711,7624923,Luis Eduardo Aute
Belinda,"Belinda Peregrín Schüll, known by artistic name Belinda (born August 15, 1989 in Madrid, Spain), is a Latin Grammy Award nominated Spanish-Mexican singer, songwriter, dancer and actress, who debuted in 2003 with the self-titled album, Belinda, under Sony BMG and RCA Records. Her international self-titled album Belinda as released in Mexico City, Mexico by BMG and RCA Records on August 5, 2003 and became a great a success in many different countries including Mexico, selling 2.5 million copies worldwide.  Read more on Last.fm",482287,11184902,Paulina Rubio
NATTI NATASHA,"Natalia Alexandra Gutiérrez, known by her stage name Natti Natasha, is a Dominican reggaeton singer, songwriter, and actress. Hailing from Santiago de los Caballeros, Dominican Republic, Natasha grew up surrounded by endless musical influences and enrolled in Santiago’s School of Fine Arts at the age of seven where she developed her singing abilities, describing her time at the school as “one of the best of her life.” Her studio experience would begin as a teenager when she would record songs as a hobby and later alongside friends. Read more on Last.fm",372098,5193595,Becky G
Tempo,"There are atl least two artists/bands named tempo, a Reggaetón-artist from Puerto Rico, and a German Punk Band from Berlin (1978-1982).

1. David Sánchez Badillo (nacido el 25 de septiembre de 1979 en Ponce, Puerto Rico) mejor conocido como Tempo, es un cantante de rap y reggaeton. Es uno de los artistas más influyentes del genero reggaetón y es considerado para muchos el rey del rap latino.

David Sánchez Badillo es uno de los raperos más activos en producciones musicales dentro del género del “rap”. Read more on Last.fm",105752,582489,Vico C
Alvaro Soler,"Álvaro Tauchert Soler (born in Barcelona, Catalonia, Spain on 9 January 1991) is a Spanish singer-songwriter. He gained great fame all over Europe with his 2015 hit ""El Mismo Sol"". A special bilingual Spanish / English version of ""El Mismo Sol (feat. Jennifer Lopez)"" was also made vying for international release in the United States, UK and worldwide.

Born in Barcelona to a German father and a Spanish mother, he became multilingual at a young age. Read more on Last.fm",371510,6320704,Miki Núñez
Los Lobos,"Los Lobos are a Mexican-American  rock band from East Los Angeles, California, USA, heavily influenced by rock and roll, Tex-Mex, country music, folk, blues, and traditional Spanish / Mexican music such as boleros and norteño.

Vocalist/guitarist David Hidalgo and drummer Louie Pérez met at Garfield High School in East Los Angeles, and bonded over their mutual affinity for obscure musical acts such as Fairport Convention, Randy Newman and Ry Cooder. Read more on Last.fm",703803,6082858,John Hiatt
Los del Control, Read more on Last.fm,5266,38843,Pipo Beatz
Chema Rivas, Read more on Last.fm,27776,264510,Fabbio
Daddy Yankee,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1976), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man Read more on Last.fm",2201168,50381375,Don Omar
Kurt Hugo Schneider,"Kurt Hugo Schneider (born September 7, 1988) is an American video editor, producer, musician, singer and songwriter, whose primary medium is YouTube music videos. He produces music videos for various YouTube musicians, such as Sam Tsui, including the musical medley videos in which Tsui sings as a one-man choir, and Avicii's ""Waiting For Love"".

Schneider was born in Baltimore, Maryland to Laurie S. Auth, a visual artist, and Michael Schneider, a mathematician. Read more on Last.fm",235669,2670896,Sam Tsui
Mishelle Master Boys, Read more on Last.fm,16553,69786,Blessd
Juanka, Read more on Last.fm,18640,171757,Darkiel
Yai y Toly, Read more on Last.fm,61,159,TYS Musica
Pedro Capó,"Pedro Capó (artistically also Capó) is a singer-songwrite from San Juan, Puerto Rico that debuted in 2007. He is the grandson of singer Bobby Capó.

Pedro Capó picked up the guitar at an early age and quickly demonstrated great virtue with the strings, even becoming the main voice of the group Marka Registrada.

Currently Pedro resides in New York City. Where he has starred in musical productions including: Apollo Theatre’s production of “The Read more on Last.fm",248701,2058275,Pablo Alborán
Paloma Mami,"Paloma Mami is a Chilean-American singer, songwriter and social media personality who became popular in 2018.  

According to her website, ""Leading up to the release of “No Te Enamores”, Paloma’s first release since signing to Sony Music Latin, the buzz around New York/Chilean singer-songwriter, Paloma Mami, continues to grow due to the viral success of her independently produced single and video “Not Steady.” Since its release in June 2018 Read more on Last.fm",191899,5797086,Princesa Alba
Sniper SP, Read more on Last.fm,311,1087,Jetson El Super
Rocío Dúrcal,"Rocío Dúrcal (October 4, 1944 - March 25, 2006), María de los Ángeles de Las Heras Ortiz, was a Spanish singer and actress. Her birth and death both occurred in Madrid, Spain. She was affectionally known as ""the most Mexican of Spaniards"" by her adoring Mexican fans.

She was discovered in singing contests at the age of 15 and offered a role at 17 in Canción de Juventud. After acting in several films she married Filipino-Spanish singer Antonio Morales (a. Read more on Last.fm",320436,4953856,Ana Gabriel
Jey Blessing, Read more on Last.fm,15389,84641,EIX
Sebastian Yatra,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released Read more on Last.fm",633930,14692316,Piso 21
Dubbel Dutch,"Austin, TX, selector Dubbel Dutch is impervious to the crutches of genres, though a student of many of them. An accomplished producer of cosmic tone poems and club anthems from the abyss, many claim his now classic Throwback 12” on Palms Out Sounds saved their lives–or at least taught them a lesson in modern retrofitting. A chemistry of pre-hispanic shaman cries, YouTube videos of American microcosms, and 90s UK rave flyers make up his aesthetic, one which is not often associated with the Lone Star State. Read more on Last.fm",13734,76099,Jamie Grind
"Gotay ""El Autentiko""", Read more on Last.fm,38677,634013,Ñengo Flow
Ir Sais,"Irgwin Placido Sluis (Nort di Saliña, 29 september 1988), beter bekend als Ir-Sais, is een Bonairiaanse zanger.

Irgwin Sluis werd geboren in Nort di Saliña en groeide op in de wijk Tera Corá. Hij heeft een Bonaireaanse vader en een moeder afkomstig van de Dominicaanse Republiek.[1] Toen hij 1 jaar oud was overleed zijn vader. Hierdoor is hij alleen door zijn moeder opgevoed. Sluis kwam op zijn zevende in contact met de muziek, welke zijn interesse begon te wekken. Read more on Last.fm",134526,1117097,Darell
Sam Sage, Read more on Last.fm,317,3341,CioMadeTheTrack
Kaydy Cain,"Daniel Gómez Carrero (Dani Gómez; born 12 February 1990), known professionally as Kaydy Cain, is a Spanish rapper and former member of the music group Pxxr Gvng (pronounced as poor gang; later known as Los Santos). He is recognised for his original style and his contributions to the explosion of the genre trap in Spain.

Dani Gómez began his artistic journey in the 2010s as a member of the trap group Pxxr Gvng, with which he was able to turn his life around thanks to the popularity that hip hop began to enjoy in Spain Read more on Last.fm",93010,4011683,Yung Beef
